,id,Idade,Faixa idade,Genero,Estado onde mora,uf onde mora,Regiao onde mora,Regiao de origem,Mudou de Estado?,Nivel de Ensino,Área de Formação,Qual sua situação atual de trabalho?,Setor,Numero de Funcionarios,Gestor?,Cargo como Gestor,Cargo Atual,Nivel,Faixa salarial,Quanto tempo de experiência na área de dados você tem?,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Você participou de entrevistas de emprego nos últimos 6 meses?,Você pretende mudar de emprego nos próximos 6 meses?,Ainda não conhecia o Data Hackers
0,qkx4q0ei90wcjxnqkx4q0j3xgf0zn13s,38,35-39,Masculino,Ceará (CE),CE,Nordeste,,0,Pós-graduação,Química / Física,Empregado (CLT),Marketing,de 101 a 500,1.0,Supervisor/Coordenador,,,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado e mudei de emprego",Estou em busca de oportunidades dentro ou fora do Brasil,0
1,zdl2n19yhgpnoaco6kkczdl2nwv9zwrt,39,35-39,Masculino,Bahia (BA),BA,Nordeste,Sudeste,1,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),Consultoria,de 1 a 5,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
2,vsamqp2un3q7us84mgvsams5fulsmcoh,30,30-34,Masculino,Santa Catarina (SC),SC,Sul,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,de 1001 a 3000,1.0,Supervisor/Coordenador,,,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 2 a 3 anos,"Sim, fui aprovado mas decidi não mudar de emprego",Estou em busca de oportunidades dentro ou fora do Brasil,0
3,v31ab41botodnsv31zgg4k34zzojy81l,38,35-39,Feminino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Outras,Empreendedor ou Empregado (CNPJ),Serviços,de 1001 a 3000,1.0,Gerente/Head/Diretor/VP,,,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,1
4,ubhu8ntvm4xc0sfkdubhu80e973eek0k,36,35-39,Masculino,Santa Catarina (SC),SC,Sul,,0,Pós-graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Varejo,de 6 a 10,1.0,Gerente/Head/Diretor/VP,,,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 4 a 5 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
5,isz60pt4c22u98xjzztisz6qzaa0fikw,0,55+,Masculino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),Indústria,de 6 a 10,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,de 1 a 2 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,1
6,rcxg4kxm9ow0u54hrcxgxkzcd50ib9dk,24,22-24,Masculino,Santa Catarina (SC),SC,Sul,,0,Estudante de Graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 6 a 10,1.0,Team Leader/Tech Leader,,,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,de 1 a 2 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",1
7,95glgjuiaf07xh95g4qt3ufh62qh0bos,51,50-54,Masculino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 101 a 500,1.0,Gerente/Head/Diretor/VP,,,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Mais de 10 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",1
8,nc3chpdm6n3rtgib20inc3chp9psycoz,39,35-39,Masculino,Minas Gerais (MG),MG,Sudeste,,0,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Setor Alimentício,de 101 a 500,1.0,Supervisor/Coordenador,,,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,1
9,kw6mzziiifjl1q7nikw628l4at14q8jr,27,25-29,Masculino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Outras Engenharias,Empregado (CLT),Telecomunicação,de 101 a 500,1.0,Gerente/Head/Diretor/VP,,,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
10,ifl4ogkur82u2e77cv9ifl4og3xaut1y,42,40-44,Masculino,São Paulo (SP),SP,Sudeste,,0,Mestrado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Telecomunicação,Acima de 3000,1.0,Gerente/Head/Diretor/VP,,,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,1
11,gxvzjaqhdjpozukq257egxvzjaq70zp8,45,45-49,Masculino,Goiás (GO),GO,Centro-oeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 11 a 50,1.0,Gerente/Head/Diretor/VP,,,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,1
12,fvroa15ig3e212soy5fvroazhchyl3by,40,40-44,Masculino,Paraná (PR),PR,Sul,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Outro,de 11 a 50,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 5 anos,Mais de 10 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,1
13,fk4ytpz65h2oz71fk4ytpvhrybvck2rz,26,25-29,Masculino,São Paulo (SP),SP,Sudeste,Sul,1,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,de 51 a 100,1.0,Supervisor/Coordenador,,,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado mas decidi não mudar de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",0
14,p6e1wwjc19xsq6p6ernbqrg8p78h2for,28,25-29,Masculino,Mato Grosso (MT),MT,Centro-oeste,Sul,1,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,de 51 a 100,1.0,Team Leader/Tech Leader,,,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado e mudei de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",1
15,k7cg05i1i6fu9bzjlik7cg05iw0xq9fa,43,40-44,Masculino,Mato Grosso do Sul (MS),MS,Centro-oeste,,0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Construção Civil,de 501 a 1000,1.0,Supervisor/Coordenador,,,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,de 6 a 10 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,0
16,ap54nhpaxrtfantap54n545rmn2g714o,27,25-29,Masculino,Distrito Federal (DF),DF,Centro-oeste,Sudeste,1,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Setor Alimentício,de 101 a 500,1.0,Gerente/Head/Diretor/VP,,,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado mas decidi não mudar de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",0
17,bjala4ipvuhta5z50jabja75ptc735h1,53,50-54,Masculino,São Paulo (SP),SP,Sudeste,,0,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Serviços,de 1 a 5,1.0,Team Leader/Tech Leader,,,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,Mais de 10 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",1
18,9h0qj4hro1c3hu34l96r19h0qj4h506l,25,25-29,Masculino,São Paulo (SP),SP,Sudeste,,0,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Serviços,de 1001 a 3000,1.0,Supervisor/Coordenador,,,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
19,89br3jbvclfhtwaydl89br3jqooydfnj,37,35-39,Masculino,Sergipe (SE),SE,Nordeste,,0,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empreendedor ou Empregado (CNPJ),Marketing,de 1 a 5,1.0,Supervisor/Coordenador,,,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,1
20,797hisu5odzvdu7ymbzfzbq5797hisub,38,35-39,Masculino,Distrito Federal (DF),DF,Centro-oeste,Sudeste,1,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,Acima de 3000,1.0,Team Leader/Tech Leader,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,1
21,4bvcfib22n1vqfkq4bvcfxswiidnmepc,29,25-29,Masculino,Goiás (GO),GO,Centro-oeste,Norte,1,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Construção Civil,de 1001 a 3000,1.0,Supervisor/Coordenador,,,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Menos de 1 ano,"Sim, fiz entrevistas mas não fui aprovado","Não estou buscando, mas me considero aberto a outras oportunidades",0
22,3mp5l0rzzcib53m0tr8ulvij8ldcelok,46,45-49,Masculino,Santa Catarina (SC),SC,Sul,,0,Mestrado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,de 11 a 50,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,0
23,2kr6mx1ela2zu24nxf2kr6ca0yvp0gm9,34,30-34,Masculino,São Paulo (SP),SP,Sudeste,,0,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Setor Público,Acima de 3000,1.0,Supervisor/Coordenador,,,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado mas decidi não mudar de emprego","Não estou buscando, mas me considero aberto a outras oportunidades",0
24,y9dh05swm0ig9kv2qsurpdky9dh0s3zu,27,25-29,Masculino,Rio Grande do Sul (RS),RS,Sul,,0,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Marketing,de 11 a 50,1.0,Gerente/Head/Diretor/VP,,,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,0
25,7wm2pmd3113vghlsl7wm2pldgsj1poz1,32,30-34,Feminino,São Paulo (SP),SP,Sudeste,Sudeste,1,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 11 a 50,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,Acima de R$ 40.001/mês,Mais de 10 anos,de 4 a 5 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,0
26,ow7vlsfgx7rmgvvow4cmnzwinspblahh,43,40-44,Masculino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Agronegócios,de 501 a 1000,1.0,Gerente/Head/Diretor/VP,,,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,de 6 a 10 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,0
27,kv844vwc9fnc7icenh7ph6dkv844vwcr,34,30-34,Feminino,Minas Gerais (MG),MG,Sudeste,,0,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Área da Saúde,de 101 a 500,1.0,Supervisor/Coordenador,,,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,1
28,80lp5xu2s5aue1c9rmz80lp5dei3nc60,33,30-34,Feminino,Minas Gerais (MG),MG,Sudeste,,0,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,de 101 a 500,1.0,Team Leader/Tech Leader,,,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,de 2 a 3 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
29,33hdko40rt8p12t1mbhn62s33hdko4eh,46,45-49,Masculino,São Paulo (SP),SP,Sudeste,Sudeste,1,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Finanças ou Bancos,Acima de 3000,1.0,Gerente/Head/Diretor/VP,,,de R$ 25.001/mês a R$ 30.000/mês,de 4 a 5 anos,de 2 a 3 anos,"Sim, fui aprovado mas decidi não mudar de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,1
30,3fgszlrdd72ve5e6y23fgssra77g98zm,43,40-44,Masculino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Agronegócios,de 1001 a 3000,1.0,Gerente/Head/Diretor/VP,,,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Mais de 10 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,0
31,iqgcgz2lsmeqbx939iqgcda5afcmii4i,38,35-39,Masculino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outro,de 101 a 500,1.0,Supervisor/Coordenador,,,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",1
32,0lvkp4kfw7q3oi0lvk8ddwt8wkmgig1a,37,35-39,Masculino,,,Norte,Sudeste,1,Graduação/Bacharelado,Outras,Servidor Público,Setor Público,de 1001 a 3000,1.0,Supervisor/Coordenador,,,de R$ 30.001/mês a R$ 40.000/mês,de 1 a 2 anos,Mais de 10 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,1
33,sf3qcyidym1alkzqk51tsf3qczy7i94m,21,17-21,Masculino,São Paulo (SP),SP,Sudeste,,0,Mestrado,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Finanças ou Bancos,Acima de 3000,1.0,Team Leader/Tech Leader,,,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado mas decidi não mudar de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,0
34,ejvqb5qoz31zngejvqbmuaer9d54cvcn,30,30-34,Masculino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Outras Engenharias,Empregado (CLT),Consultoria,de 101 a 500,1.0,Team Leader/Tech Leader,,,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
35,2yj72i5g8d2qd2yj7028nmphm3e750r4,33,30-34,Masculino,São Paulo (SP),SP,Sudeste,,0,Não tenho graduação formal,,Empregado (CLT),Finanças ou Bancos,Acima de 3000,1.0,Supervisor/Coordenador,,,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,1
36,ldb6gtjcpnes6xldb6l114oklnvf98l1,32,30-34,Masculino,Paraná (PR),PR,Sul,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,Acima de 3000,1.0,Gerente/Head/Diretor/VP,,,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,de 2 a 3 anos,"Sim, fui aprovado e mudei de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,0
37,i8m8jqh7ie8wgt56ui8m83jzfj5tgwb8,30,30-34,Feminino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Finanças ou Bancos,de 501 a 1000,1.0,Team Leader/Tech Leader,,,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado e mudei de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,1
38,frcux7u7md7w8it0frcunaj3vcelccza,32,30-34,Masculino,Paraná (PR),PR,Sul,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 101 a 500,1.0,Supervisor/Coordenador,,,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Mais de 10 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
39,odm1n136vw0bodm1naj1sbftq7y7lbsy,38,35-39,Masculino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Marketing,de 1001 a 3000,1.0,Gerente/Head/Diretor/VP,,,Acima de R$ 40.001/mês,Não tenho experiência na área de dados,Mais de 10 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
40,dz7ck9n6ghayra2dzcwtxc9aedftpnv1,54,50-54,Feminino,São Paulo (SP),SP,Sudeste,Sudeste,1,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Energia,de 101 a 500,1.0,Supervisor/Coordenador,,,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,de 1 a 2 anos,"Sim, fiz entrevistas mas não fui aprovado","Estou em busca de oportunidades, mas apenas fora do Brasil",1
41,arc3jv9nyz7z9nfly8farc3jvh9y1v2a,33,30-34,Masculino,Minas Gerais (MG),MG,Sudeste,Sudeste,1,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Consultoria,de 51 a 100,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,de 6 a 10 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Estou em busca de oportunidades, mas apenas fora do Brasil",1
42,f4ygt9h98qd0c0vs632uzwg4f4ygt9h4,26,25-29,Masculino,Santa Catarina (SC),SC,Sul,,0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 1 a 5,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Sim, fui aprovado mas decidi não mudar de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,0
43,w2pz782x96rtw2pzhs6ov8scud7q6t9a,27,25-29,Masculino,Mato Grosso (MT),MT,Centro-oeste,,0,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 51 a 100,1.0,Gerente/Head/Diretor/VP,,,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,0
44,u0hhyrmipf87fhu0hhyrggcbk5c9o0z0,21,17-21,Masculino,Santa Catarina (SC),SC,Sul,,0,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,de 6 a 10,1.0,Supervisor/Coordenador,,,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,de 1 a 2 anos,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,0
45,t2eehp2bhzu9bro3t2eehp2b73zq7gvi,21,17-21,Masculino,Rio Grande do Sul (RS),RS,Sul,,0,Não tenho graduação formal,,Empregado (CLT),Varejo,de 11 a 50,1.0,Supervisor/Coordenador,,,de R$ 2.001/mês a R$ 3000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Estou em busca de oportunidades dentro ou fora do Brasil,0
46,mcynszjpbcax09dfx8mcynszly5wgwp4,30,30-34,Masculino,São Paulo (SP),SP,Sudeste,,0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 1 a 5,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,de 4 a 5 anos,"Sim, fui aprovado e mudei de emprego",Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,1
47,9y1t62nwe8mvyyi9ao3sl39y1t62nkoc,35,35-39,Masculino,São Paulo (SP),SP,Sudeste,,0,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Entretenimento ou Esportes,de 101 a 500,1.0,Gerente/Head/Diretor/VP,,,de R$ 16.001/mês a R$ 20.000/mês,Menos de 1 ano,Menos de 1 ano,"Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,0
48,9b1oq1t8385hpegc9b1oqtgpezmbsjvb,49,45-49,Feminino,São Paulo (SP),SP,Sudeste,,0,Graduação/Bacharelado,Ciências Sociais,Empreendedor ou Empregado (CNPJ),Outro,de 1 a 5,1.0,Gerente/Head/Diretor/VP,,,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,1
49,upjalj1ktjyq109m0u4kupjaljdevvq5,34,30-34,Masculino,Minas Gerais (MG),MG,Sudeste,,0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Internet/Ecommerce,de 51 a 100,1.0,Gerente/Head/Diretor/VP,,,de R$ 16.001/mês a R$ 20.000/mês,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
50,i5hm8fcc1oxf241lfcfai5hm8fc97bua,47,45-49,Masculino,São Paulo (SP),SP,Sudeste,,0,Mestrado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Empregado (CLT),Área da Saúde,de 501 a 1000,1.0,Supervisor/Coordenador,,,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,Menos de 1 ano,"Sim, fiz entrevistas mas não fui aprovado",Estou em busca de oportunidades dentro ou fora do Brasil,0
51,1g2wkwie0lek62acb11g2wk6whmg6ugt,28,25-29,Masculino,Minas Gerais (MG),MG,Sudeste,,0,Mestrado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Finanças ou Bancos,de 101 a 500,1.0,Gerente/Head/Diretor/VP,,,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,"Não estou buscando, mas me considero aberto a outras oportunidades",0
52,j26nxw2o8cta1duh7dsj26nxwv7tndep,36,35-39,Masculino,Minas Gerais (MG),MG,Sudeste,,0,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Empreendedor ou Empregado (CNPJ),Consultoria,de 11 a 50,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Menos de 1 ano,Não participei de entrevistas de empregos/processos seletivos nos últimos 6 meses,Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses,0
